,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay,Apt Size
5617,sh,t0038069,Rent Change,1/11/2018,SH5762,1/31/2018,8/7/2018,814.0,1,1006,3,1.5,39.0,208 days 00:00:00.000000000,large
5618,fh,t0038070,Rent Change,1/9/2018,1092A,1/13/2018,,985.0,0,912,2,1.0,0.0,,medium
5619,fh,t0038070,Rent Change,1/31/2018,1092A,1/13/2018,,975.0,0,912,2,1.0,-10.0,,medium
5620,mpg,t0038073,Rent Change,1/10/2018,2000-03A,1/10/2018,,1150.0,0,1040,2,2.0,0.0,,large
5621,sh,t0038079,Rent Change,1/11/2018,TH5769,1/13/2018,,875.0,0,1006,2,1.5,0.0,,large
5622,mpg,t0038091,Rent Change,1/11/2018,1988-07A,1/13/2018,,1050.0,0,895,2,2.0,0.0,,medium
5623,mpg,t0038110,Rent Change,1/15/2018,2000-03A,1/27/2018,,1100.0,0,1040,2,2.0,0.0,,large
5624,mpg,t0038110,Rent Change,12/31/2018,2000-03A,1/27/2018,,1111.0,0,1040,2,2.0,11.0,,large
5625,fh,t0038119,Rent Change,2/23/2018,WAIT2R-2,8/15/2018,,1060.0,0,912,2,,0.0,,medium
5626,fh,t0038119,Rent Change,6/21/2018,4800C,8/15/2018,,1210.0,0,912,2,1.0,150.0,,medium
5627,fh,t0038119,Rent Change,7/23/2018,4800C,8/15/2018,,1055.0,0,912,2,1.0,-155.0,,medium
5628,ce,t0038128,Rent Change,12/31/2018,M0032E,1/27/2018,,765.0,0,875,2,1.5,0.0,,medium
5629,ce,t0038135,Rent Change,1/31/2018,C5250H,1/22/2018,,775.0,0,905,1,2.0,0.0,,medium
5630,ce,t0038135,Rent Change,12/31/2018,C5250H,1/22/2018,,788.0,0,905,1,2.0,13.0,,medium
5631,ce,t0038147,Rent Change,1/31/2018,C0007J,1/25/2018,,667.0,0,675,1,1.0,0.0,,medium
5632,sh,t0038148,Rent Change,1/20/2018,WAIT-3TA,2/15/2018,,858.0,0,1006,3,,0.0,,large
5633,sh,t0038148,Rent Change,1/26/2018,SH5802,2/15/2018,,775.0,0,1006,3,1.5,-83.0,,large
5634,sh,t0038148,Rent Change,2/28/2018,SH5914,2/12/2018,,836.0,0,1006,2,1.5,61.0,,large
5635,fh,t0038150,Rent Change,2/21/2018,1102B,3/20/2018,,924.0,0,700,1,1.0,0.0,,medium
5636,sh,t0038157,Rent Change,1/20/2018,FT5862O,1/31/2018,,650.0,0,932,2,1.0,0.0,,medium
5637,sh,t0038157,Rent Change,1/20/2018,FT5862O,1/31/2018,,715.0,0,932,2,1.0,65.0,,medium
5638,mpg,t0038158,Rent Change,1/21/2018,1994-08B,3/1/2018,,1050.0,0,895,2,2.0,0.0,,medium
5639,mpg,t0038158,Rent Change,1/21/2018,1994-08B,3/1/2018,,1100.0,0,895,2,2.0,50.0,,medium
5640,mpg,t0038158,Rent Change,1/21/2018,1998-03B,3/1/2018,,1449.0,0,1040,2,2.0,349.0,,large
5641,mpg,t0038158,Rent Change,1/22/2018,2006-15C,3/10/2018,,1250.0,0,1240,2,2.0,-199.0,,large
5642,mpg,t0038158,Rent Change,1/22/2018,2006-15C,3/10/2018,,1200.0,0,1240,2,2.0,-50.0,,large
5643,sh,t0038166,Rent Change,2/28/2018,WC5966G,1/31/2018,7/20/2018,770.0,1,963,2,1.5,0.0,142 days 00:00:00.000000000,medium
5644,mpg,t0038177,Rent Change,2/28/2018,2006-05B,1/31/2018,,1209.0,0,835,1,1.0,0.0,,medium
5645,sh,t0038181,Rent Change,2/28/2017,FT5827,2/19/2016,,1023.0,0,1350,3,1.5,0.0,,large
5646,sh,t0038181,Rent Change,3/31/2017,FT5827,2/19/2016,,990.0,0,1350,3,1.5,-33.0,,large
5647,sh,t0038181,Rent Change,6/30/2017,FT5827,2/19/2016,3/1/2018,1010.0,1,1350,3,1.5,20.0,244 days 00:00:00.000000000,large
5648,mpg,t0038184,Rent Change,1/26/2018,1986-01B,2/1/2018,,1200.0,0,1240,2,2.0,0.0,,large
5649,mpg,t0038186,Rent Change,1/26/2018,1986-05B,2/10/2018,,1050.0,0,835,1,1.0,0.0,,medium
5650,mpg,t0038186,Rent Change,1/26/2018,1986-05B,2/10/2018,,1099.0,0,835,1,1.0,49.0,,medium
5651,sh,t0038190,Rent Change,3/31/2018,TH5816,3/2/2018,,800.0,0,1006,3,1.5,0.0,,large
5652,ce,t0038192,Rent Change,1/29/2018,C5252D,3/1/2018,,839.0,0,905,1,1.0,0.0,,medium
5653,mpg,t0038196,Rent Change,1/30/2018,1968-03C,3/1/2018,,1099.0,0,835,1,1.0,0.0,,medium
5654,mpg,t0038196,Rent Change,4/4/2018,2006-13B,5/15/2018,,1050.0,0,835,1,1.0,-49.0,,medium
5655,mpg,t0038196,Rent Change,4/4/2018,2006-09B,5/1/2018,9/12/2018,1119.0,1,835,1,1.0,69.0,161 days 00:00:00.000000000,medium
5656,sh,t0038202,Rent Change,2/13/2018,SH5926,4/1/2018,,775.0,0,1006,2,1.5,0.0,,large
5657,sh,t0038202,Rent Change,3/12/2018,SH5823,3/28/2018,,800.0,0,1006,3,1.5,25.0,,large
5658,sh,t0038202,Rent Change,3/31/2018,SH5823,3/28/2018,,879.0,0,1006,3,1.5,79.0,,large
5659,sh,t0038206,Rent Change,1/31/2018,SH5862,1/31/2018,,836.0,0,1006,2,1.5,0.0,,large
5660,mpg,t0038216,Rent Change,1/31/2018,1986-10C,4/30/2018,,1099.0,0,835,1,1.0,0.0,,medium
5661,mpg,t0038216,Rent Change,3/13/2018,1986-07B,5/31/2018,,1119.0,0,835,1,1.0,20.0,,medium
5662,mpg,t0038216,Rent Change,4/4/2018,1986-10A,5/30/2018,,1050.0,0,835,1,1.0,-69.0,,medium
5663,mpg,t0038216,Rent Change,4/5/2018,1968-12A,5/30/2018,,1119.0,0,835,1,1.0,69.0,,medium
5664,mpg,t0038216,Rent Change,5/31/2018,1968-12A,5/31/2018,,1099.0,0,835,1,1.0,-20.0,,medium
5665,ce,t0038222,Rent Change,2/3/2018,C0011A,2/17/2018,,749.0,0,905,2,1.0,0.0,,medium
