,Property_Code,Tenant_Code,Event,DateOccurred,Unit_Code,DateMoveIn,DateMoveOut,Rent,Vacancy,SQFT,BedRooms,Bathroom,chrent,LengthStay
8505,mpg,t0039396,Rent Change,3/26/2018,1986-10C,4/3/2018,,1050,0,835,1,1,0,
5636,sh,t0039398,Rent Change,3/26/2018,TT1174,4/18/2018,,1500,0,1350,3,1.5,0,
4420,sh,t0039398,Rent Change,3/27/2018,SH5757,5/22/2018,,900,0,1156,3,1.5,-600,
4393,sh,t0039398,Rent Change,4/10/2018,TH5808,5/22/2018,,800,0,1006,3,1.5,-100,
7118,sh,t0039398,Rent Change,5/5/2018,SH5811,6/10/2018,,900,0,1156,3,1.5,100,
8491,mpg,t0039399,Rent Change,3/25/2018,2006-12A,5/4/2018,,1050,0,835,1,1,0,
8492,mpg,t0039399,Rent Change,3/27/2018,2006-12A,5/4/2018,,1649,0,835,1,1,599,
8493,mpg,t0039399,Rent Change,3/28/2018,2006-12A,5/4/2018,8/1/2018,1050,1,835,1,1,-599,126 days 00:00:00.000000000
8581,ce,t0039400,Rent Change,4/30/2013,S1452C,11/27/2012,,560,0,675,1,1,560,
8582,ce,t0039400,Rent Change,7/31/2014,S1452C,11/27/2012,,577,0,675,1,1,17,
8583,ce,t0039400,Rent Change,8/31/2015,S1452C,11/27/2012,,621,0,675,1,1,44,
8584,ce,t0039400,Rent Change,8/31/2016,S1452C,11/27/2012,,644,0,675,1,1,23,
8585,ce,t0039400,Rent Change,8/31/2017,S1452C,11/27/2012,3/26/2018,657,1,675,1,1,13,207 days 00:00:00.000000000
5177,sh,t0039401,Rent Change,4/5/2018,WC5940B,4/7/2018,6/15/2018,870,1,950,2,2,0,71 days 00:00:00.000000000
3519,ce,t0039403,Rent Change,3/31/2017,M0030D,3/31/2016,3/31/2018,748,1,875,2,1.5,0,365 days 00:00:00.000000000
1760,ce,t0039404,Rent Change,10/31/2016,S1450M,10/29/2015,,679,0,675,1,1,0,
1761,ce,t0039404,Rent Change,10/31/2017,S1450M,10/29/2015,3/19/2018,689,1,675,1,1,10,139 days 00:00:00.000000000
8586,fh,t0039412,Rent Change,3/30/2018,1040D,5/7/2018,,924,0,700,1,1,0,
8587,mpg,t0039417,Rent Change,3/29/2018,2026-03A,5/1/2018,,1100,0,1040,2,2,0,
7395,sh,t0039418,Rent Change,3/27/2018,TH5831,5/1/2018,,900,0,1156,3,1.5,0,
8588,mpg,t0039423,Rent Change,5/8/2018,2024-05B,6/4/2018,,1119,0,835,1,1,0,
8149,mpg,t0039428,Rent Change,6/30/2018,2034-05B,4/6/2018,,1401,0,1040,2,2,0,
743,ce,t0039429,Rent Change,4/2/2018,C5269D,4/12/2018,,675,0,675,1,1,0,
8589,fh,t0039438,Rent Change,3/30/2018,1071B,3/31/2018,,909,0,700,1,1,0,
7803,fh,t0039441,Rent Change,3/29/2018,4731A,4/30/2018,,999,0,912,2,1,0,
8593,fh,t0039441,Rent Change,4/5/2018,4731C,4/30/2018,,1210,0,912,2,1,211,
8594,fh,t0039441,Rent Change,7/1/2018,4731C,7/1/2018,,999,0,912,2,1,-211,
7158,sh,t0039448,Rent Change,3/30/2018,TH5828,4/30/2018,,775,0,1006,2,1.5,0,
361,ce,t0039450,Rent Change,12/10/2013,C0011G,1/31/2014,,670,0,905,2,1,0,
362,ce,t0039450,Rent Change,12/10/2013,C0011G,1/31/2014,,695,0,905,2,1,25,
359,ce,t0039450,Rent Change,5/1/2016,C0011G,1/18/2014,,729,0,905,2,1,34,
360,ce,t0039450,Rent Change,4/30/2017,C0011G,1/18/2014,5/3/2018,759,1,905,2,1,30,368 days 00:00:00.000000000
8590,fh,t0039459,Rent Change,3/31/2018,1071B,3/31/2018,,909,0,700,1,1,0,
8596,fh,t0039461,Rent Change,5/1/2018,1051C,7/28/2018,,1235,0,912,2,1,0,
8597,fh,t0039461,Rent Change,5/1/2018,1051C,7/28/2018,,999,0,912,2,1,-236,
7682,fh,t0039461,Rent Change,6/14/2018,4767D,7/28/2018,,1210,0,912,2,1,211,
7683,fh,t0039461,Rent Change,6/15/2018,4767D,7/28/2018,,999,0,912,2,1,-211,
8598,fh,t0039463,Rent Change,3/31/2018,1112C,6/1/2018,,1115,0,700,1,1,0,
8599,fh,t0039463,Rent Change,4/5/2018,1112C,6/8/2018,,909,0,700,1,1,-206,
7783,fh,t0039466,Rent Change,4/12/2018,WAIT2R-2,7/13/2018,,999,0,912,2,,0,
7532,fh,t0039466,Rent Change,6/6/2018,1071C,7/13/2018,,1210,0,912,2,1,211,
7533,fh,t0039466,Rent Change,6/6/2018,1071C,7/13/2018,,999,0,912,2,1,-211,
25,ce,t0039479,Rent Change,5/31/2018,C05272,5/19/2018,1/2/2019,975,1,1088,2,1.5,0,216 days 00:00:00.000000000
5102,sh,t0039480,Rent Change,4/10/2018,WC5950D,4/30/2018,,720,0,950,2,2,0,
8600,fh,t0039485,Rent Change,4/3/2018,1028C,6/1/2018,,909,0,700,1,1,0,
8601,fh,t0039488,Rent Change,6/5/2018,1091D,7/15/2018,,999,0,700,1,1,0,
8602,fh,t0039488,Rent Change,7/20/2018,1091D,7/15/2018,,924,0,700,1,1,-75,
8330,fh,t0039492,Rent Change,4/4/2018,4763D,5/1/2018,,1210,0,912,2,1,0,
8329,fh,t0039492,Rent Change,4/26/2018,4763D,4/30/2018,,999,0,912,2,1,-211,
8603,mpg,t0039497,Rent Change,6/30/2018,2024-09B,5/15/2018,,1175,0,835,1,1,0,
892,ce,t0039500,Rent Change,5/31/2018,C5271J,5/5/2018,,740,0,675,1,1,0,
4571,sh,t0039508,Rent Change,4/24/2018,SH5911,4/23/2018,,775,0,1006,2,1.5,0,
8605,fh,t0039511,Rent Change,4/6/2018,1102AB,6/10/2018,,999,0,912,2,1,0,
8607,fh,t0039511,Rent Change,4/11/2018,1142DB,6/10/2018,,1235,0,912,2,1,236,
8608,fh,t0039511,Rent Change,4/17/2018,1101D,6/22/2018,,999,0,912,2,1,-236,
6353,sh,t0039521,Rent Change,5/31/2018,FT5788,5/1/2018,,1376,0,1350,3,1.5,0,
6354,sh,t0039521,Rent Change,6/30/2018,FT5788,5/1/2018,,1313,0,1350,3,1.5,-63,
8574,fh,t0039527,Rent Change,4/8/2018,4759D,5/15/2018,,1040,0,912,2,1,0,
8609,fh,t0039531,Rent Change,4/9/2018,1025D,5/1/2018,,1235,0,912,2,1,0,
8613,fh,t0039536,Rent Change,6/20/2018,1113A,9/1/2018,,1135,0,912,2,1,0,
8616,mpg,t0039538,Rent Change,4/16/2018,1968-07B,6/22/2018,,1119,0,835,1,1,0,
8501,mpg,t0039538,Rent Change,4/19/2018,2006-13B,6/22/2018,,1050,0,835,1,1,-69,
8502,mpg,t0039538,Rent Change,6/30/2018,2006-13B,6/22/2018,,1119,0,835,1,1,69,
8621,fh,t0039548,Rent Change,4/13/2018,1018D,4/20/2018,,1210,0,912,2,1,0,
8622,fh,t0039548,Rent Change,4/30/2018,1018D,4/20/2018,10/20/2018,1135,1,912,2,1,-75,173 days 00:00:00.000000000
8625,fh,t0039558,Rent Change,4/17/2018,1081B,5/1/2018,,1060,0,912,2,1,0,
8628,fh,t0039558,Rent Change,4/17/2018,1100B,5/1/2018,,1059,0,700,1,1,-1,
8629,fh,t0039558,Rent Change,4/25/2018,1100B,6/1/2018,,1060,0,700,1,1,1,
8630,fh,t0039558,Rent Change,5/9/2018,4747B,6/1/2018,,984,0,700,1,1,-76,
8633,fh,t0039558,Rent Change,5/10/2018,1014C,6/1/2018,,1210,0,912,2,1,226,
8634,fh,t0039558,Rent Change,5/10/2018,1014C,6/1/2018,,1060,0,912,2,1,-150,
8635,mpg,t0039563,Rent Change,4/16/2018,2006-01C,6/1/2018,,1649,0,1240,2,2,0,
8637,mpg,t0039564,Rent Change,4/16/2018,2032-02A,5/26/2018,,1299,0,895,2,2,0,
8636,mpg,t0039564,Rent Change,4/19/2018,1986-01C,5/10/2018,,1699,0,1240,3,3,400,
8087,mpg,t0039565,Rent Change,4/16/2018,2024-04A,5/15/2018,7/31/2018,1119,1,835,1,1,0,106 days 00:00:00.000000000
5405,sh,t0039569,Rent Change,4/17/2018,WC5970F,4/30/2018,,675,0,950,2,1,0,
5230,sh,t0039569,Rent Change,4/24/2018,WC5936G,4/30/2018,,720,0,950,2,2,45,
4704,sh,t0039570,Rent Change,4/17/2018,TT1203,5/1/2018,,1175,0,1350,2,1.5,0,
4376,sh,t0039571,Rent Change,4/17/2018,TH5806,7/1/2018,,800,0,1006,3,1.5,0,
6943,sh,t0039571,Rent Change,4/17/2018,TH5801,7/1/2018,,775,0,1006,2,1.5,-25,
4434,sh,t0039571,Rent Change,4/18/2018,SH5763,7/14/2018,,900,0,1156,3,1.5,125,
6416,sh,t0039571,Rent Change,5/11/2018,SH5944,7/1/2018,,775,0,1006,2,1.5,-125,
6239,sh,t0039572,Rent Change,4/25/2018,SH5954,4/30/2018,8/21/2018,775,1,1006,2,1.5,0,118 days 00:00:00.000000000
4377,sh,t0039577,Rent Change,4/17/2018,TH5806,4/23/2018,,800,0,1006,3,1.5,0,
8641,mpg,t0039580,Rent Change,4/16/2018,1986-09A,6/1/2018,,1119,0,835,1,1,0,
2835,ce,t0039585,Rent Change,5/31/2014,M0001E,6/1/2014,,685,0,875,2,1.5,0,
2836,ce,t0039585,Rent Change,5/31/2015,M0001E,6/1/2014,,706,0,875,2,1.5,21,
2837,ce,t0039585,Rent Change,5/31/2016,M0001E,6/1/2014,,729,0,875,2,1.5,23,
2838,ce,t0039585,Rent Change,5/31/2017,M0001E,6/1/2014,5/31/2018,758,1,875,2,1.5,29,365 days 00:00:00.000000000
1433,ce,t0039587,Rent Change,4/19/2018,C5322F,6/12/2018,,685,0,675,1,1,0,
1434,ce,t0039587,Rent Change,6/30/2018,C5322F,6/12/2018,,743,0,675,1,1,58,
7094,ce,t0039591,Rent Change,4/30/2018,M0003D,4/30/2018,,830,0,875,2,1.5,0,
8631,fh,t0039594,Rent Change,4/19/2018,4747B,4/30/2018,,909,0,700,1,1,0,
8606,fh,t0039594,Rent Change,5/9/2018,1102AB,5/25/2018,,1135,0,912,2,1,226,
8632,fh,t0039594,Rent Change,5/11/2018,4747B,6/8/2018,,984,0,700,1,1,-151,
6738,sh,t0039596,Rent Change,5/3/2018,AC1120,5/5/2018,,1250,0,1350,3,1.5,0,
426,ce,t0039600,Rent Change,4/19/2018,C5250C,4/20/2018,,909,0,955,2,2,0,
2018,ce,t0039600,Rent Change,4/20/2018,S1458A,5/31/2018,,675,0,675,1,1,-234,
2019,ce,t0039600,Rent Change,6/30/2018,S1458A,6/1/2018,,743,0,675,1,1,68,
7942,mpg,t0039601,Rent Change,4/21/2018,1982-04B,5/15/2018,,1449,0,1040,2,2,0,
8648,mpg,t0039606,Rent Change,4/19/2018,2024-11C,6/5/2018,,1119,0,835,1,1,0,
4378,sh,t0039608,Rent Change,4/26/2018,TH5806,4/30/2018,,800,0,1006,3,1.5,0,
4379,sh,t0039608,Rent Change,4/29/2018,TH5806,4/30/2018,,743,0,1006,3,1.5,-57,
4380,sh,t0039608,Rent Change,4/30/2018,TH5806,4/30/2018,,784,0,1006,3,1.5,41,
4381,sh,t0039608,Rent Change,6/8/2018,TH5806,4/30/2018,,743,0,1006,3,1.5,-41,
8506,mpg,t0039609,Rent Change,4/19/2018,1986-10C,4/21/2018,,1050,0,835,1,1,0,
8496,mpg,t0039609,Rent Change,5/31/2018,1986-05B,4/23/2018,,1155,0,835,1,1,105,
8643,mpg,t0039615,Rent Change,4/20/2018,1966-03B,5/21/2018,,1100,0,1040,2,2,0,
8644,mpg,t0039615,Rent Change,4/20/2018,1966-03B,5/21/2018,,1150,0,1040,2,2,50,
8654,mpg,t0039615,Rent Change,4/27/2018,2024-01B,5/21/2018,,1699,0,1240,2,2,549,
8655,mpg,t0039615,Rent Change,5/2/2018,2002-04B,5/21/2018,,1100,0,1040,2,2,-599,
8652,mpg,t0039615,Rent Change,5/8/2018,1974-04A,5/21/2018,10/9/2018,1349,1,960,2,2,249,154 days 00:00:00.000000000
5493,sh,t0039622,Rent Change,6/14/2018,FT5880C,6/30/2018,,685,0,984,2,1,0,
5763,sh,t0039622,Rent Change,6/15/2018,WC5960E,6/30/2018,,715,0,963,2,1.5,30,
6381,sh,t0039622,Rent Change,6/15/2018,TH5981,6/30/2018,,800,0,1006,3,1.5,85,
8661,fh,t0039628,Rent Change,4/26/2018,4775C,6/1/2018,12/31/2018,984,1,700,1,1,0,249 days 00:00:00.000000000
8662,fh,t0039629,Rent Change,4/26/2018,4792C,6/15/2018,,984,0,700,1,1,0,
8664,fh,t0039630,Rent Change,4/26/2018,1101C,6/1/2018,12/31/2018,835,1,700,1,1,0,249 days 00:00:00.000000000
7766,fh,t0039632,Rent Change,4/26/2018,1072C,6/15/2018,,1115,0,700,1,1,0,
7767,fh,t0039632,Rent Change,4/26/2018,1072C,6/15/2018,,835,0,700,1,1,-280,
8642,mpg,t0039637,Rent Change,4/24/2018,1986-09A,6/1/2018,,1119,0,835,1,1,0,
5507,sh,t0039638,Rent Change,4/30/2017,FT5880I,4/20/2016,,615,0,984,2,1,0,
5508,sh,t0039638,Rent Change,5/31/2017,FT5880I,4/20/2016,6/22/2018,633,1,984,2,1,18,387 days 00:00:00.000000000
5232,sh,t0039648,Rent Change,4/24/2018,WC5936G,4/30/2018,8/6/2018,720,1,950,2,2,0,104 days 00:00:00.000000000
8668,mpg,t0039658,Rent Change,4/26/2018,1970-08B,7/10/2018,,1100,0,1040,2,2,0,
787,ce,t0039664,Rent Change,5/31/2018,C5269H,4/30/2018,,754,0,675,1,1,0,
8240,fh,t0039665,Rent Change,4/30/2018,1094B,4/28/2018,10/1/2018,1166,1,912,2,1,0,154 days 00:00:00.000000000
8638,mpg,t0039666,Rent Change,4/28/2018,2032-02A,6/1/2018,,1299,0,895,2,2,0,
7746,fh,t0039672,Rent Change,5/17/2018,WAIT2R-1,5/31/2018,,975,0,912,2,,0,
